,Node,Service,Reliability,Flexibility,Time Period,Node Label,Infrastructure Quality,Freight,Timestamp,order_rating,Utilization Rate,Political Stability,Economic Stability,Node Index
2677,Almería International Airport,-1,-1,-1,26,1,5.6,0.002400534,2023-06-25 00:00:00+00:00,-1,-1,-1,-1,1
2678,Almería International Airport,-1,-1,-1,27,1,5.6,0.001900534,2023-07-02 00:00:00+00:00,-1,-1,-1,-1,1
2679,Almería International Airport,-1,-1,-1,28,1,5.6,0.001400534,2023-07-09 00:00:00+00:00,-1,-1,-1,-1,1
2680,Almería International Airport,-1,-1,-1,29,1,5.6,0.002400534,2023-07-16 00:00:00+00:00,-1,-1,-1,-1,1
2681,Almería International Airport,-1,-1,-1,30,1,5.6,0.001900534,2023-07-23 00:00:00+00:00,-1,-1,-1,-1,1
2682,Almería International Airport,-1,-1,-1,31,1,5.6,0.001400534,2023-07-30 00:00:00+00:00,-1,-1,-1,-1,1
2683,Almería International Airport,-1,-1,-1,32,1,5.6,0.000900534,2023-08-06 00:00:00+00:00,-1,-1,-1,-1,1
2684,Almería International Airport,-1,-1,-1,33,1,5.6,0.000400534,2023-08-13 00:00:00+00:00,-1,-1,-1,-1,1
2685,Almería International Airport,-1,-1,-1,34,1,5.6,0.000900534,2023-08-20 00:00:00+00:00,-1,-1,-1,-1,1
2686,Almería International Airport,-1,-1,-1,35,1,5.6,0.001400534,2023-08-27 00:00:00+00:00,-1,-1,-1,-1,1
2687,Almería International Airport,-1,-1,-1,36,1,5.6,0.001900534,2023-09-03 00:00:00+00:00,-1,-1,-1,-1,1
2688,Almería International Airport,-1,-1,-1,37,1,5.6,0.002400534,2023-09-10 00:00:00+00:00,-1,-1,-1,-1,1
2689,Almería International Airport,-1,-1,-1,38,1,5.6,0.001900534,2023-09-17 00:00:00+00:00,-1,-1,-1,-1,1
2690,Almería International Airport,-1,-1,-1,39,1,5.6,0.001400534,2023-09-24 00:00:00+00:00,-1,-1,-1,-1,1
2691,Almería International Airport,-1,-1,-1,40,1,5.6,0.002400534,2023-10-01 00:00:00+00:00,-1,-1,-1,-1,1
2692,Almería International Airport,-1,-1,-1,41,1,5.6,0.001900534,2023-10-08 00:00:00+00:00,-1,-1,-1,-1,1
2693,Almería International Airport,-1,-1,-1,42,1,5.6,0.001400534,2023-10-15 00:00:00+00:00,-1,-1,-1,-1,1
2694,Almería International Airport,-1,-1,-1,43,1,5.6,0.000900534,2023-10-22 00:00:00+00:00,-1,-1,-1,-1,1
2695,Almería International Airport,-1,-1,-1,44,1,5.6,0.000400534,2023-10-29 00:00:00+00:00,-1,-1,-1,-1,1
2696,Almería International Airport,-1,-1,-1,45,1,5.6,0.000900534,2023-11-05 00:00:00+00:00,-1,-1,-1,-1,1
2697,Almería International Airport,-1,-1,-1,46,1,5.6,0.001400534,2023-11-12 00:00:00+00:00,-1,-1,-1,-1,1
2698,Almería International Airport,-1,-1,-1,47,1,5.6,0.001900534,2023-11-19 00:00:00+00:00,-1,-1,-1,-1,1
2699,Almería International Airport,-1,-1,-1,48,1,5.6,0.002400534,2023-11-26 00:00:00+00:00,-1,-1,-1,-1,1
2700,Almería International Airport,-1,-1,-1,49,1,5.6,0.001900534,2023-12-03 00:00:00+00:00,-1,-1,-1,-1,1
2701,Almería International Airport,-1,-1,-1,50,1,5.6,0.001400534,2023-12-10 00:00:00+00:00,-1,-1,-1,-1,1
2702,Almería International Airport,-1,-1,-1,51,1,5.6,0.002400534,2023-12-17 00:00:00+00:00,-1,-1,-1,-1,1
2703,Almería International Airport,-1,-1,-1,52,1,5.6,0.001900534,2023-12-24 00:00:00+00:00,-1,-1,-1,-1,1
2964,Aomori Airport,-1,-1,-1,1,1,6.2,0.008122627,2023-01-01 00:00:00+00:00,-1,-1,-1,-1,2
2965,Aomori Airport,-1,-1,-1,2,1,6.2,0.007622627,2023-01-08 00:00:00+00:00,-1,-1,-1,-1,2
2966,Aomori Airport,-1,-1,-1,3,1,6.2,0.008622627,2023-01-15 00:00:00+00:00,-1,-1,-1,-1,2
2967,Aomori Airport,-1,-1,-1,4,1,6.2,0.008122627,2023-01-22 00:00:00+00:00,-1,-1,-1,-1,2
2968,Aomori Airport,-1,-1,-1,5,1,6.2,0.007622627,2023-01-29 00:00:00+00:00,-1,-1,-1,-1,2
2969,Aomori Airport,-1,-1,-1,6,1,6.2,0.007122627,2023-02-05 00:00:00+00:00,-1,-1,-1,-1,2
2970,Aomori Airport,-1,-1,-1,7,1,6.2,0.006622627,2023-02-12 00:00:00+00:00,-1,-1,-1,-1,2
2971,Aomori Airport,-1,-1,-1,8,1,6.2,0.007122627,2023-02-19 00:00:00+00:00,-1,-1,-1,-1,2
2972,Aomori Airport,-1,-1,-1,9,1,6.2,0.007622627,2023-02-26 00:00:00+00:00,-1,-1,-1,-1,2
2973,Aomori Airport,-1,-1,-1,10,1,6.2,0.008122627,2023-03-05 00:00:00+00:00,-1,-1,-1,-1,2
2974,Aomori Airport,-1,-1,-1,11,1,6.2,0.008622627,2023-03-12 00:00:00+00:00,-1,-1,-1,-1,2
2975,Aomori Airport,-1,-1,-1,12,1,6.2,0.008122627,2023-03-19 00:00:00+00:00,-1,-1,-1,-1,2
2976,Aomori Airport,-1,-1,-1,13,1,6.2,0.007622627,2023-03-26 00:00:00+00:00,-1,-1,-1,-1,2
2977,Aomori Airport,-1,-1,-1,14,1,6.2,0.008622627,2023-04-02 00:00:00+00:00,-1,-1,-1,-1,2
2978,Aomori Airport,-1,-1,-1,15,1,6.2,0.008122627,2023-04-09 00:00:00+00:00,-1,-1,-1,-1,2
2979,Aomori Airport,-1,-1,-1,16,1,6.2,0.007622627,2023-04-16 00:00:00+00:00,-1,-1,-1,-1,2
2980,Aomori Airport,-1,-1,-1,17,1,6.2,0.007122627,2023-04-23 00:00:00+00:00,-1,-1,-1,-1,2
2981,Aomori Airport,-1,-1,-1,18,1,6.2,0.006622627,2023-04-30 00:00:00+00:00,-1,-1,-1,-1,2
2982,Aomori Airport,-1,-1,-1,19,1,6.2,0.007122627,2023-05-07 00:00:00+00:00,-1,-1,-1,-1,2
2983,Aomori Airport,-1,-1,-1,20,1,6.2,0.007622627,2023-05-14 00:00:00+00:00,-1,-1,-1,-1,2
2984,Aomori Airport,-1,-1,-1,21,1,6.2,0.008122627,2023-05-21 00:00:00+00:00,-1,-1,-1,-1,2
2985,Aomori Airport,-1,-1,-1,22,1,6.2,0.008622627,2023-05-28 00:00:00+00:00,-1,-1,-1,-1,2
2986,Aomori Airport,-1,-1,-1,23,1,6.2,0.008122627,2023-06-04 00:00:00+00:00,-1,-1,-1,-1,2
2987,Aomori Airport,-1,-1,-1,24,1,6.2,0.007622627,2023-06-11 00:00:00+00:00,-1,-1,-1,-1,2
2988,Aomori Airport,-1,-1,-1,25,1,6.2,0.008622627,2023-06-18 00:00:00+00:00,-1,-1,-1,-1,2
2989,Aomori Airport,-1,-1,-1,26,1,6.2,0.008122627,2023-06-25 00:00:00+00:00,-1,-1,-1,-1,2
2990,Aomori Airport,-1,-1,-1,27,1,6.2,0.007622627,2023-07-02 00:00:00+00:00,-1,-1,-1,-1,2
2991,Aomori Airport,-1,-1,-1,28,1,6.2,0.007122627,2023-07-09 00:00:00+00:00,-1,-1,-1,-1,2
2992,Aomori Airport,-1,-1,-1,29,1,6.2,0.006622627,2023-07-16 00:00:00+00:00,-1,-1,-1,-1,2
2993,Aomori Airport,-1,-1,-1,30,1,6.2,0.007122627,2023-07-23 00:00:00+00:00,-1,-1,-1,-1,2
2994,Aomori Airport,-1,-1,-1,31,1,6.2,0.007622627,2023-07-30 00:00:00+00:00,-1,-1,-1,-1,2
2995,Aomori Airport,-1,-1,-1,32,1,6.2,0.008122627,2023-08-06 00:00:00+00:00,-1,-1,-1,-1,2
2996,Aomori Airport,-1,-1,-1,33,1,6.2,0.008622627,2023-08-13 00:00:00+00:00,-1,-1,-1,-1,2
2997,Aomori Airport,-1,-1,-1,34,1,6.2,0.008122627,2023-08-20 00:00:00+00:00,-1,-1,-1,-1,2
2998,Aomori Airport,-1,-1,-1,35,1,6.2,0.007622627,2023-08-27 00:00:00+00:00,-1,-1,-1,-1,2
2999,Aomori Airport,-1,-1,-1,36,1,6.2,0.008622627,2023-09-03 00:00:00+00:00,-1,-1,-1,-1,2
3000,Aomori Airport,-1,-1,-1,37,1,6.2,0.008122627,2023-09-10 00:00:00+00:00,-1,-1,-1,-1,2
3001,Aomori Airport,-1,-1,-1,38,1,6.2,0.007622627,2023-09-17 00:00:00+00:00,-1,-1,-1,-1,2
3002,Aomori Airport,-1,-1,-1,39,1,6.2,0.007122627,2023-09-24 00:00:00+00:00,-1,-1,-1,-1,2
3003,Aomori Airport,-1,-1,-1,40,1,6.2,0.006622627,2023-10-01 00:00:00+00:00,-1,-1,-1,-1,2
3004,Aomori Airport,-1,-1,-1,41,1,6.2,0.007122627,2023-10-08 00:00:00+00:00,-1,-1,-1,-1,2
3005,Aomori Airport,-1,-1,-1,42,1,6.2,0.007622627,2023-10-15 00:00:00+00:00,-1,-1,-1,-1,2
3006,Aomori Airport,-1,-1,-1,43,1,6.2,0.008122627,2023-10-22 00:00:00+00:00,-1,-1,-1,-1,2
3007,Aomori Airport,-1,-1,-1,44,1,6.2,0.008622627,2023-10-29 00:00:00+00:00,-1,-1,-1,-1,2
3008,Aomori Airport,-1,-1,-1,45,1,6.2,0.008122627,2023-11-05 00:00:00+00:00,-1,-1,-1,-1,2
3009,Aomori Airport,-1,-1,-1,46,1,6.2,0.007622627,2023-11-12 00:00:00+00:00,-1,-1,-1,-1,2
3010,Aomori Airport,-1,-1,-1,47,1,6.2,0.008622627,2023-11-19 00:00:00+00:00,-1,-1,-1,-1,2
3011,Aomori Airport,-1,-1,-1,48,1,6.2,0.008122627,2023-11-26 00:00:00+00:00,-1,-1,-1,-1,2
3012,Aomori Airport,-1,-1,-1,49,1,6.2,0.007622627,2023-12-03 00:00:00+00:00,-1,-1,-1,-1,2
3013,Aomori Airport,-1,-1,-1,50,1,6.2,0.007122627,2023-12-10 00:00:00+00:00,-1,-1,-1,-1,2
3014,Aomori Airport,-1,-1,-1,51,1,6.2,0.006622627,2023-12-17 00:00:00+00:00,-1,-1,-1,-1,2
3015,Aomori Airport,-1,-1,-1,52,1,6.2,0.007122627,2023-12-24 00:00:00+00:00,-1,-1,-1,-1,2
520,Australia,-1,-1,-1,1,3,-1,-1,2023-01-01 00:00:00+00:00,-1,-1,0.74763173,0.825717314,3
521,Australia,-1,-1,-1,2,3,-1,-1,2023-01-08 00:00:00+00:00,-1,-1,0.745096557,0.813588422,3
522,Australia,-1,-1,-1,3,3,-1,-1,2023-01-15 00:00:00+00:00,-1,-1,0.750537643,0.806256981,3
523,Australia,-1,-1,-1,4,3,-1,-1,2023-01-22 00:00:00+00:00,-1,-1,0.742799819,0.806293229,3
524,Australia,-1,-1,-1,5,3,-1,-1,2023-01-29 00:00:00+00:00,-1,-1,0.754170141,0.806937499,3
525,Australia,-1,-1,-1,6,3,-1,-1,2023-02-05 00:00:00+00:00,-1,-1,0.746198199,0.822594516,3
526,Australia,-1,-1,-1,7,3,-1,-1,2023-02-12 00:00:00+00:00,-1,-1,0.749611894,0.820928172,3
527,Australia,-1,-1,-1,8,3,-1,-1,2023-02-19 00:00:00+00:00,-1,-1,0.753680521,0.816929839,3
528,Australia,-1,-1,-1,9,3,-1,-1,2023-02-26 00:00:00+00:00,-1,-1,0.751147664,0.816914553,3
529,Australia,-1,-1,-1,10,3,-1,-1,2023-03-05 00:00:00+00:00,-1,-1,0.753675087,0.807606656,3
530,Australia,-1,-1,-1,11,3,-1,-1,2023-03-12 00:00:00+00:00,-1,-1,0.745702655,0.817249152,3
531,Australia,-1,-1,-1,12,3,-1,-1,2023-03-19 00:00:00+00:00,-1,-1,0.745997369,0.812451547,3
532,Australia,-1,-1,-1,13,3,-1,-1,2023-03-26 00:00:00+00:00,-1,-1,0.740797577,0.823977545,3
533,Australia,-1,-1,-1,14,3,-1,-1,2023-04-02 00:00:00+00:00,-1,-1,0.753928398,0.822220595,3
534,Australia,-1,-1,-1,15,3,-1,-1,2023-04-09 00:00:00+00:00,-1,-1,0.740348587,0.814801364,3
535,Australia,-1,-1,-1,16,3,-1,-1,2023-04-16 00:00:00+00:00,-1,-1,0.746159861,0.823240437,3
536,Australia,-1,-1,-1,17,3,-1,-1,2023-04-23 00:00:00+00:00,-1,-1,0.757378072,0.823708223,3
537,Australia,-1,-1,-1,18,3,-1,-1,2023-04-30 00:00:00+00:00,-1,-1,0.752220752,0.816736145,3
538,Australia,-1,-1,-1,19,3,-1,-1,2023-05-07 00:00:00+00:00,-1,-1,0.758174513,0.807328096,3
539,Australia,-1,-1,-1,20,3,-1,-1,2023-05-14 00:00:00+00:00,-1,-1,0.742739864,0.822352448,3
540,Australia,-1,-1,-1,21,3,-1,-1,2023-05-21 00:00:00+00:00,-1,-1,0.739135468,0.810843271,3
541,Australia,-1,-1,-1,22,3,-1,-1,2023-05-28 00:00:00+00:00,-1,-1,0.74724301,0.815431344,3
542,Australia,-1,-1,-1,23,3,-1,-1,2023-06-04 00:00:00+00:00,-1,-1,0.75007068,0.825005477,3
543,Australia,-1,-1,-1,24,3,-1,-1,2023-06-11 00:00:00+00:00,-1,-1,0.755402214,0.812603296,3
544,Australia,-1,-1,-1,25,3,-1,-1,2023-06-18 00:00:00+00:00,-1,-1,0.74058979,0.822952894,3
545,Australia,-1,-1,-1,26,3,-1,-1,2023-06-25 00:00:00+00:00,-1,-1,0.753194521,0.823000774,3
546,Australia,-1,-1,-1,27,3,-1,-1,2023-07-02 00:00:00+00:00,-1,-1,0.739285356,0.821350811,3
547,Australia,-1,-1,-1,28,3,-1,-1,2023-07-09 00:00:00+00:00,-1,-1,0.750042652,0.81636202,3
548,Australia,-1,-1,-1,29,3,-1,-1,2023-07-16 00:00:00+00:00,-1,-1,0.742637867,0.820739033,3
549,Australia,-1,-1,-1,30,3,-1,-1,2023-07-23 00:00:00+00:00,-1,-1,0.750064402,0.819284843,3
550,Australia,-1,-1,-1,31,3,-1,-1,2023-07-30 00:00:00+00:00,-1,-1,0.739956752,0.811738826,3
551,Australia,-1,-1,-1,32,3,-1,-1,2023-08-06 00:00:00+00:00,-1,-1,0.750901951,0.81520454,3
552,Australia,-1,-1,-1,33,3,-1,-1,2023-08-13 00:00:00+00:00,-1,-1,0.75386019,0.813609717,3
553,Australia,-1,-1,-1,34,3,-1,-1,2023-08-20 00:00:00+00:00,-1,-1,0.749552493,0.810769943,3
554,Australia,-1,-1,-1,35,3,-1,-1,2023-08-27 00:00:00+00:00,-1,-1,0.741244754,0.820805566,3
555,Australia,-1,-1,-1,36,3,-1,-1,2023-09-03 00:00:00+00:00,-1,-1,0.753305489,0.822019212,3
556,Australia,-1,-1,-1,37,3,-1,-1,2023-09-10 00:00:00+00:00,-1,-1,0.756404671,0.809470462,3
557,Australia,-1,-1,-1,38,3,-1,-1,2023-09-17 00:00:00+00:00,-1,-1,0.741375668,0.815552118,3
558,Australia,-1,-1,-1,39,3,-1,-1,2023-09-24 00:00:00+00:00,-1,-1,0.751143281,0.823357646,3
559,Australia,-1,-1,-1,40,3,-1,-1,2023-10-01 00:00:00+00:00,-1,-1,0.755817225,0.818096137,3
560,Australia,-1,-1,-1,41,3,-1,-1,2023-10-08 00:00:00+00:00,-1,-1,0.754799883,0.814446031,3
561,Australia,-1,-1,-1,42,3,-1,-1,2023-10-15 00:00:00+00:00,-1,-1,0.748617695,0.824694624,3
562,Australia,-1,-1,-1,43,3,-1,-1,2023-10-22 00:00:00+00:00,-1,-1,0.741349655,0.82492347,3
563,Australia,-1,-1,-1,44,3,-1,-1,2023-10-29 00:00:00+00:00,-1,-1,0.752638155,0.817960381,3
564,Australia,-1,-1,-1,45,3,-1,-1,2023-11-05 00:00:00+00:00,-1,-1,0.74626382,0.806816241,3
565,Australia,-1,-1,-1,46,3,-1,-1,2023-11-12 00:00:00+00:00,-1,-1,0.748521338,0.817597439,3
566,Australia,-1,-1,-1,47,3,-1,-1,2023-11-19 00:00:00+00:00,-1,-1,0.74625656,0.825847123,3
567,Australia,-1,-1,-1,48,3,-1,-1,2023-11-26 00:00:00+00:00,-1,-1,0.753472608,0.812320216,3
568,Australia,-1,-1,-1,49,3,-1,-1,2023-12-03 00:00:00+00:00,-1,-1,0.744430193,0.825473112,3
569,Australia,-1,-1,-1,50,3,-1,-1,2023-12-10 00:00:00+00:00,-1,-1,0.753187339,0.81847819,3
570,Australia,-1,-1,-1,51,3,-1,-1,2023-12-17 00:00:00+00:00,-1,-1,0.758271682,0.824851836,3
571,Australia,-1,-1,-1,52,3,-1,-1,2023-12-24 00:00:00+00:00,-1,-1,0.744789034,0.80971557,3
1924,BEV,-1,-1,-1,1,7,-1,-1,2023-01-01 00:00:00+00:00,-1,-1,-1,-1,4
1925,BEV,-1,-1,-1,2,7,-1,-1,2023-01-08 00:00:00+00:00,-1,-1,-1,-1,4
1926,BEV,-1,-1,-1,3,7,-1,-1,2023-01-15 00:00:00+00:00,-1,-1,-1,-1,4
1927,BEV,-1,-1,-1,4,7,-1,-1,2023-01-22 00:00:00+00:00,-1,-1,-1,-1,4
1928,BEV,-1,-1,-1,5,7,-1,-1,2023-01-29 00:00:00+00:00,-1,-1,-1,-1,4
1929,BEV,-1,-1,-1,6,7,-1,-1,2023-02-05 00:00:00+00:00,-1,-1,-1,-1,4
1930,BEV,-1,-1,-1,7,7,-1,-1,2023-02-12 00:00:00+00:00,-1,-1,-1,-1,4
1931,BEV,-1,-1,-1,8,7,-1,-1,2023-02-19 00:00:00+00:00,-1,-1,-1,-1,4
1932,BEV,-1,-1,-1,9,7,-1,-1,2023-02-26 00:00:00+00:00,-1,-1,-1,-1,4
1933,BEV,-1,-1,-1,10,7,-1,-1,2023-03-05 00:00:00+00:00,-1,-1,-1,-1,4
1934,BEV,-1,-1,-1,11,7,-1,-1,2023-03-12 00:00:00+00:00,-1,-1,-1,-1,4
1935,BEV,-1,-1,-1,12,7,-1,-1,2023-03-19 00:00:00+00:00,-1,-1,-1,-1,4
1936,BEV,-1,-1,-1,13,7,-1,-1,2023-03-26 00:00:00+00:00,-1,-1,-1,-1,4
1937,BEV,-1,-1,-1,14,7,-1,-1,2023-04-02 00:00:00+00:00,-1,-1,-1,-1,4
1938,BEV,-1,-1,-1,15,7,-1,-1,2023-04-09 00:00:00+00:00,-1,-1,-1,-1,4
